733	10	Kjøp av fjernvarme, spesifisert på leverandør
734	10	Kostnader ved kjøp av fjernvarme, spesifisert på leverandør
735	10	Elektrisitet produsert i mottrykksanlegg, spesifisert på enhet
735	20	(kjøper)
736	10	Salgsinntekter, elektrisitet produsert i mottrykksanlegg. Spesifisert
736	20	på enhet (kjøper)
737	10	Elektrisitet produsert i mottrykksanlegg
738	10	Egen produksjon av fjernvarme, spesifisert på varmesentraler
739	10	Maks effekt på egen produksjon av fjernvarme, spesifisert på
739	20	varmesentraler
740	10	Maks effekt på egen produksjon av fjernvarme
744	10	Maksimalt registrert effektbehov i distribusjonsnett
745	10	Investeringer, spesifisert på anlegg
746	10	Salg av anlegg, spesifisert på anlegg
747	10	Reparasjoner, spesifisert på anlegg
748	10	Tilknytningstilskudd til abonnenter
749	10	Tilknytningsavgift fra abonnenter
750	10	Pris på elektrisk kraft (fastkraft) levert til sluttforbrukere i
750	20	industrien. Spesifisert på ulike effektuttak.
751	10	Pris på elektrisk kraft (spotkraft) levert til sluttforbrukere i
751	20	industrien. Spesifisert på ulike effektuttak.
752	10	Leveranse av spotkraft til sluttforbrukere i industrien, andel av
752	20	total leveranse. Spesifisert på ulike effektuttak.
753	10	Spesifisert på kategorier ut fra effektuttak.
754	10	Pris på elektrisk kraft levert til sluttforbrukere i industrien.
754	20	Spesifisert på referansegrupper.
755	10	Telefonnummer til juridisk enhet
756	10	Enhetens juridiske organisasjonsform
763	10	Permanente og midlertidige endringer i driften f. eks ombygging.
765	10	Antall ankomne gjester fra Norge
822	10	Andel av varer importert i "direkte transitt" eller direkte til
822	20	sokkelen
823	10	Andel av tjenester kjøpt fra selskaper registrert i utlandet
826	10	Gjennomsnittlig sats for produksjonsavgift. Spesifisert på råolje,
826	20	naturgass og NGL.
827	10	Beregningsgrunnlag for påløpt miljøavgift for forbrukt og avfaklet
827	20	gass.
828	10	Påløpt miljøavgift for forbrukt og avfaklet gass.
830	10	Elektrisitetsproduksjon med gass som energi
832	10	Elektrisitetsproduksjon med fyringsolje som energi
835	10	Spesifisert på husleie, brensel, telekostnader, kontorutstyr,
835	20	honorarer, reiser, opplæring m.m.
836	10	Spesifisert på geologi/geofysikk, seismikk, spesielle studier,
836	20	feltevaluering/feltutvikling, FoU
837	10	Kontokode 750
838	10	Spesifisert på kostnadstype
840	10	Spesifisert på investeringsobjekt
860	10	Kontokode 45
861	10	Kontokode 45
869	10	Internleveranser innen foretaket, levert fra utlandet.
870	10	Produksjonsinntekter spesifisert på virksomhet
871	10	Produksjonsinntekter spesifisert på virksomhet i utlandet
873	10	Lønnskostnader av reparasjonsarbeider utført av bedriftens egne
873	20	ansatte (i utlandet)
1028	10	Deltakers eierandel i juridisk enhet
1068	10	Er det realisert aksjer, andeler m.v. i selskapet?
1073	10	Selskapets nettoformue spesifisert på deltakerne etter eierandel.
1105	10	Negative forskjeller mellom regnskapsmessige og skattemessige verdier
1106	10	Positive forskjeller mellom regnskapsmessige og skattemessige verdier
1160	10	Stiftelsesdato for juridisk enhet
1161	10	Selskapets totale aksjekapital, børsnoterte anleggsaksjer og
1161	20	verdipapirfondsandeler
1165	10	Beskrivelse av hvilke produksjonsaktiviteter som blir utført innen
1165	20	selskapet. Kan gis i form av fritekstbeskrivelse eller som NACE kode.
1166	10	Hvordan selskapet er organisert, f.eks. Ltd, GmbH, SA, Stiftung, Trust
1166	20	osv.
1167	10	Dersom aksjekapitalen er forhøyet ved fondsemisjon, kryss av for
1167	20	hvordan forhøyelsen er foretatt
1167	30	Økning av pålydende, eller utstedelse av fondsaksjer
1176	10	Endringer i tilbakeholdt skattlagt kapital (TSK)
1189	10	Kontokode 192
1344	10	Saldogruppe H
1345	10	Saldogruppe A
1346	10	Saldogruppe C
1347	10	Saldogruppe D
1348	10	Saldogruppe E
1349	10	Saldogruppe F
1350	10	Saldogruppe I
1404	10	Omløpsaksjer og verdipapirfondsandeler. Bokført verdi. Spesifisert
1404	20	utsteder
1405	10	Selskapets totale aksjekapital. Børsnoterte anleggsaksjer og
1405	20	verdipapirfondsandeler. Spesifisert utsteder
1408	10	Lån til konsern og tilknyttede selskap mv, spesifisert låntakersektor
1417	10	Kassekreditt og kortsiktige konvertible lån. Spesifisert långiversekto
1419	10	Langsiktig gjeld til kredittinstitusjoner, konsernselskap mv:
1419	20	Spesifisert långiversektor
1429	10	Utenlandske sertifikater og andre kortsiktige verdipapirer,
1429	20	spesifisert på debitorland. Markedsverdi.
1433	10	Utenlandske aksjer. Pålydende verdi.
1437	10	Utenlandske sertifikater og andre kortsiktige verdipapirer.
1437	20	Markedsverdi.
1472	10	Navn på det selskap som har realisert aksjer
1511	10	Kode for om varen blir transportert i container
1515	10	Fakturabeløp
1525	10	Varens bruttovekt
1528	10	Kode for fremlagte dokumenter, sertifikater og autorisasjoner når
1528	20	varen er underlagt spesielle bestemmelser eller restriksjoner.
1528	30	Understellsnummer på motorkjøretøy.
1700	10	Det endelige bestemmelseslandet for varen
1710	10	Vedlikeholdskostnader, forsikring mv vedr. egen bolig i næringsbygg
1713	10	Årets saldoavskrivninger for personbiler, maskiner inventar mv
1713	20	(saldogruppe d)
1714	10	Saldogruppe i
1797	10	Navn på daglig leder
1798	10	Daglig leders gateadresse
1799	10	Daglig leders fødselsnummer
1816	10	Telefaksnummer til juridisk enhet
1849	10	Transaksjoner mellom utenlandsk selskap og skatteyter.
1874	10	Betaling for ventetid ved kjøring med fakturering til trygdekontor
1875	10	Betaling for skolebarnkjøring for det offentlige
1879	10	Antall besatte kilometer når taksameter brukes
1880	10	Er standardfordelen ved disponering av arbeidsgivers bil innberettet i
1880	20	arbeidstakers lønns- og trekkoppgave.
1903	10	Mannslotter og garantilott (minstelott) ved delingsfangst
1931	10	Prosentandel av inntektene som utleier av lokaler til spilleautomater.
1937	10	Revisor sitt navn
1938	10	Revisor sitt organisasjonsnummer
1939	10	Land i forretningsadressen til juridisk enhet
1990	10	Navnet på den enheten det er realisert aksjer i
1991	10	Organisasjonsnummeret på den enhet det er realisert aksjer i
2030	10	Antall aktive som tilordnes personinntekt fra selskapet
2037	10	Navn til den som den aktive har rett til utbytte gjennom eller skal
2037	20	identifiseres med
2038	10	Fødselsnummer til den som den aktive har rett til utbytte gjennom
2038	20	eller skal identifiseres med
2039	10	Rett på utbytte for den som den aktive har rett til utbytte gjennom
2039	20	eller skal identifiseres med
2181	10	Spesifiserte tapsavsetninger for utlån til kunder og
2181	20	kredittinstitusjoner i norsk virksomhet
2182	10	Uspesifiserte avsetninger for utlån til kunder og kredittinstitusjoner
2182	20	i norsk virksomhet
2195	10	Kontokode 84
2196	10	Kontokode 85
2201	10	Netto verdi på langsiktige fordringer og langsiktig gjeld i utenlandsk
2201	20	valuta
2202	10	Netto skattemessig verdi på langsiktige fordringer og langsiktig gjeld
2202	20	i utenlandsk valuta
2216	10	Kontokode 815
2247	10	Revisor sin gateadresse
2255	10	Kontokode 292
2256	10	Kontokode 226
2297	10	Antall aksjonærer som har innbetalt aksjonærbidrag til dekning av
2297	20	underskudd
2298	10	Antall aksjonærer med adgang til å dekke underskudd med innbetaling av
2298	20	aksjonærbidrag
2299	10	Mottatt aksjonærbidrag til dekning av underskudd
2308	10	Givers fornavn
2309	10	Givers adresse
2310	10	Givers fødselsnummer
2311	10	Givers gavebeløp
2321	10	Er enheten del av et konsern?
2325	10	Styreleder sitt navn
2327	10	Enhetens virksomhetsområde.
2353	10	Kontokode 370
2363	10	Kontokode 136
2365	10	Kjernekapital i prosent av beregningsgrunnlaget
2391	10	Premieinntekter i forsikringsselskap
2425	10	Periode for opplæring ved bedriften
2444	10	Navn på eier
2445	10	Adresse til eier
2447	10	Enhetens kaptal i følge vedtekter
2448	10	Innbetalt kapital til enheten
2451	10	Bruttoverdien av alle ordre og bestillinger innkommet i løpet av
2451	20	kvartalet, innenlands.
2452	10	Bruttoverdien av alle ordrer og bestillinger innkommet i løpet av
2452	20	kvartalet, eksport.
2453	10	Bruttoverdien av alle ordrer og bestillinger innkommet i løpet av
2453	20	kvartalet.
2454	10	Netto verdiendring som følger av annullering, prisendringer,
2454	20	oppretting av tidligere feil i rapportering eller lignende, innenlands
2455	10	Netto verdiendring som følge av annulering, prisendringer, oppretting
2455	20	av tidligere feil i rapportering eller lignende, eskport
2456	10	Netto verdiendring som følge av annulering, prisendringer, oppretting
2456	20	av tidligere feil i rapportering eller lignende.
2457	10	Bruttoverdien av alt utført arbeid på ordre og bestillinger dette
2457	20	kvartal, innenlands.
2458	10	Bruttoverdien av alt utført arbeid på ordre bestillinger dette
2458	20	kvartal, eksport
2459	10	Bruttoverdien av alt utført arbeid på ordre og bestillinger dette
2459	20	kvartal.
2460	10	Nettoverdien av ordre og bestilling som ikke er under arbeid ved
2460	20	utgang av kvartalet, innenlands
2461	10	Nettoverdien av ordre og bestillinger som ikke er under arbeid ved
2461	20	utgangen av kvartalet, eksport.
2462	10	Nettoverdien av ordre og bestillinger som ikke er under arbeid ved
2462	20	utgangen av kvartalet.
2464	10	Ferdigvarer - salgspris.
2465	10	Varer i arbeid - beregnet salgspris.
2466	10	Nettoverdiendring/svinn av ferdigvarer i arbeid i løpet av kvartalet
2467	10	Ferdigvarer - ordreleveranser/direkte salg i løpet av kvartalet.
2468	10	Varer i arbeid - ferdigstilte varer under produksjon, varer som skal
2468	20	bearbeides videre.
2536	10	Navn på kjøper
2564	10	Eiendeler overtatt ved inndrivelse av fordringer
2585	10	Kontokode 202
2626	10	Meglerprovisjoner, administrasjonsgebyrer og andre provisjoner
2704	10	Andelshavers del av utgifter i boligselskap/boligsameie
2736	10	Målform (bokmål eller nynorsk)
2741	10	Andel fra aksjeselskap eller deltakerlignet selskap som det beregnes
2741	20	personinntekt fra
2751	10	Kontaktpersonens gateadresse
2754	10	Veiet gjennomsnitt av renter og løpende provisjoner
2758	10	Komplementar sitt navn
2773	10	Nummer på konsesejon
2777	10	Navn på fylke hvor eiendommen ligger
2823	10	Utlån hvor inntektsføringen av renter er stoppet etter fradrag av
2823	20	avsetninger til tap på disse lån
2827	10	Utlån fordelt på næring
2828	10	Tap på utlån, fordelt på næring
2836	10	Kontokode 129
2908	10	Lokalitatsnummer på fiskeoppdrettslokalitet
3007	10	Leiearbeidskostnader
3011	10	Investeringsarbeider utført av bedriftens egne ansatte
3012	10	Reparasjonsarbeider utført av bedriftens egne ansatte
3013	10	Lønnskostnader av investeringsarbeider utført av bedriftens egne
3013	20	ansatte.
3067	10	Selskapets totale egenkapital fordelt på deltakerne etter eierandel
3068	10	Andel av nettoformue etter korreksjon for skjev egenkapital
3096	10	Komplementar sin gateadresse
3096	20	 
3107	10	Andel av ikke innkalt selskapskapital
3153	10	Postadresse til eier
3154	10	Telefonnummer til eier
3155	10	Mobiltelefonnummer til juridisk enhet
3209	10	Kontokode 450
3232	10	Type transaksjon.
3233	10	Dator for transaksjonen
3234	10	Transaksjonssted
3239	10	Enhetens kundeforhold
3250	10	Fødselsnummer til eier
3251	10	Telefaksnummer til eier
3262	10	Styremedlem sin gateadresse
3274	10	Kontokode 205
3309	10	Sysselsatte med doktorgrad engasjert i forskning og utviklingsarbeid
3309	20	(FoU)
3310	10	Sysselsatte kvinner med doktorgrad engasjert i forskning og
3310	20	utviklingsarbeid (FoU)
3311	10	Utførte årsverk av sysselsatte med doktorgrad engasjert i forskning og
3311	20	utviklingsarbeid (FoU)
3374	10	Finansiering av FoU-virksomheten i alt
3379	10	Navn på innretning
3408	10	Navn på representant
3409	10	Adresse til representant
3411	10	Styremedlem sitt fødselsnummer
3425	10	Antallet av en vare/produkt
3427	10	Navn til eier av eiendom
3444	10		
3448	10	Adresse til kjøper
3528	10	Navn til aksjeselskapet som oppgavegiver har eierinteresse i
3530	10	Navn på depotmottaker
3584	10	Angivelse om enheten har arbeidstakere
3586	10	Kommune i postadressen til juridisk enhet
3590	10	Navn på tidligere eier av virksomhet
3593	10	Innehavers fødselsnummer
3595	10	Innehavers gateadresse
3596	10	Forretningsførers fødselsnummer
3597	10	Navn på forretningsfører
3598	10	Forretningsførers  gateadresse
3599	10	Fødselsnummer til norsk representant for utenlandsk næringsdrivende
3599	20	uten forretnings- eller hjemsted (avdeling) i Norge
3600	10	Kontaktpersonens fødselsnummer
3601	10	Skal opplysningene om navn og adresse kunne brukes til utsending av
3601	20	direkte reklame?
3602	10	Dato for gjeldende vedtekter
3615	10	Styreleder sitt fødselsnummer
3616	10	Styreleder sin gateadresse
3617	10	Fødselsnummer til styrets nestleder
3617	20	 
3618	10	Nestleder sitt navn
3619	10	Nestleder sin gateadresse
3621	10	Varemedlem sitt fødselsnummer
3622	10	Varemedlem sitt navn
3623	10	Varemedlem sin adresse
3624	10	Observatør sitt fødselsnummer
3625	10	Observatør sitt navn
3626	10	Observatør sin gateadresse
3628	10	Sameier sitt fødselsnummer
3629	10	Sameier sitt navn
3630	10	Sameier sin gateadresse
3632	10	Regnskapsfører sitt fødselsnummer
3633	10	Har offentlige myndigheter eierandeler i enheten?
3634	10	Har enheten utenlandske aksjonærer/deltakere?
3639	10	Daglig leders organisasjonsnummer
3640	10	Forretningsførers organisasjonsnummer
3641	10	Styreleder sitt organisasjonsnummer
3642	10	Nestleder sitt organisasjonsnummer
3643	10	Styremedlem sitt organisasjonsnummer
3644	10	Varemedlem sitt organisasjonsnummer
3645	10	Komplementar sitt fødselsnummer
3646	10	Komplementar sitt organisasjonsnummer
3647	10	Deltaker sitt fødselsnummer
3649	10	Sameier sitt organisasjonsnummer
3651	10	Regnskapsfører sitt organisasjonsnummer
4157	10	Landingsseddel er lik sluttseddel unntatt opplysninger om fangstverdi
4157	20	og kjøper
4183	10	Angi om bedriften har problemer med å rekruttere relevant
4183	20	arbeidskraft.
4224	10	Organisasjonsnummer til kjøper
4426	10	Transaksjonens beløp
4431	10	Referansenummer på transaksjonen
4750	10	Kjenningssignal for innretning
4751	10	IMO nummer for innretning
4753	10	Navn på driftsselskap
4754	10	Adresse til driftsselskap
4759	10	Organisasjonsnummer til eier
4760	10	Nasjonalitet til eier
4761	10	Organisasjonsnummer til representant
4762	10	Fødselsnummer til representant
4763	10	Telefonnummer til representant
4764	10	Telefaksnummer til representant
4765	10	Organisasjonsnummer til driftsselskap
4766	10	Telefonnummer til driftsselskap
4767	10	Telefaksnummer til driftsselskap
4768	10	Angivelse av fødselsnummer til reder
4769	10	Postadresse til representant
4797	10	Kontokode 63
4811	10	Prosedyrekode for utførsel
4813	10	Sum av tillegg som gjelder vareposten - frakt, premie, provisjon,
4813	20	royalty e.l.
4825	10	Prosedyrekode for innførsel, utførsel eller transittering
4932	10	Navn på lokalitet av anlegg for oppdrett av fisk
4971	10	Gjennomsnittlig vekt pr. stk. smolt på utsettingstidspunktet
4975	10	Art på oppdrettsfisk som skal slaktes og pakkes
5127	10	Institusjonell sektorkode tildelt den juridiske enheten
5128	10	Morselskapet sitt organsasjonsnummer
5129	10	Morselskapets navn
5133	10	Næringskode (NACE-kode) tildelt juridisk enhet i følge SSB`s standard
5133	20	for næringsgruppering
5511	10	Navn på overdrager
5512	10	Adresse til overdrager
5513	10	Fødselsnummer til overdrager
5514	10	Eiendommens kjøpe- eller leiesum
5534	10	Salgsinntekter fra primærnæringsaktiviteter i prosent av totale
5534	20	salgsinntekter
5727	10	Hvorvidt andeler er relisert i løpet av året
5830	10	I vanlig drift, under oppbygging, registrert bare for å  beskjytte
5830	20	firmanavn, varemerke el,
5857	10	Sum tonnasjeskatt i eget selskap
5870	10	Beregnet skatt av skattepliktig inntekt redusert med
5870	20	godtgjørelsesfradrag
5876	10	Andel tonnajeskatt fra NOKUS-selskap og deltakerlignet selskap
5901	10	Andel av skattemessig finansoverskudd fra underliggende selskap
5908	10	Dersom aksjekapitalen er satt ned siste inntektsår, kryss av for
5908	20	hvordan nedsettelsen er foretatt
5908	30	Reduksjon av pålydende, eller innløsning av aksjer
5963	10	E-postadresse til juridisk enhet
5988	10	Overføringer av premiereserve fra andre
6091	10	Kontokode 221
6216	10	Salgsinntekter fra anleggsvirksomhet i prosent av totale
6216	20	salgsinntekter
6217	10	Kontokode 655
6281	10	Webadresse til juridisk enhet
6284	10	Forbruk av ved og treavfall
6286	10	Forbruk av autodiesel
6291	10	Forbruk av tung fyringsolje
6297	10	Forbruk av annet brensel
6365	10	Angi om rekrutteringsproblemer er av en slik art at virksomheten har
6365	20	færre ansatte enn den ellers ville hatt
6366	10	Angi i hvilke yrker virksomheten ville hatt flere ansatte i dag dersom
6366	20	den ikke hadde hatt rekruteringsproblemer
6429	10	Kontokode 188
6476	10	Omløpsaksjer og verdipapirfondsandeler. Markedsverdi. Spesifisert
6476	20	utsteder
6495	10	Kredittap på sertifikater, obligasjoner og andre rentebærende
6495	20	verdipapirer
6500	10	Kontokode 132
6673	10	Postnummer i forretningsadressen til juridisk enhet
6674	10	Poststed i forretningsadressen til juridisk enhet
6676	10	Postnummer til oppgavegiver
6677	10	Poststed til oppgavegiver
6678	10	Postnummer i adressen til regnskapsfører
6679	10	Poststed i adressen til regnskapsfører
6683	10	Kontokode 35
6684	10	Kontokode 35
6685	10	Kontokode 210
6695	10	Årets saldoavskrivning eventuelt inntektsføring av del av negativ
6695	20	saldo for spesifiserte grupper.
6727	10	Andel fra aksjeselskap eller deltakerlignet selskap som det beregnes
6727	20	personinntekt fra
6728	10	Andel fra aksjeselskap eller deltakerlignet selskap som det beregnes
6728	20	personinntekt fra
6859	10	Inntekt før anvendelse av framførbart underskudd
6860	10	Inntekt før fradrag for evt ytet konsernbidrag og/eller aksjonærbidrag
6872	10	Avsatt til utbytte i selskapets årsoppgjør, ytet konsernbidrag som
6872	20	overstiger alminnelig inntekt, utdelt utbytte som overstiger fjorårets
6872	30	avsetning m.v.
6905	10	Kontokode 831
6914	10	Vederlag ved realisasjon/omsetningsverdi ved uttak av driftsmidler.
6964	10	Kontokode 3300
6965	10	Kontokode 34
6966	10	Kontokode 360
6967	10	Kontokode 362
6968	10	Kontokode 362
6969	10	Kontokode 370
6970	10	Kontokode 380
6971	10	Kontokode 390
6978	10	Kontokode 450
6980	10	Kontokode 53
6981	10	Kontokode 53
6982	10	Kontokode 540
6983	10	Kontokode 542
6984	10	Kontokode 542
6985	10	Kontokode 560
6986	10	Kontokode 59
6988	10	Kontokode 605
6989	10	Kontokode 61
6990	10	Kontokode 61
6991	10	Kontokode 62
6995	10	Kontokode 634
6996	10	Kontokode 634
6998	10	Kontokode 65
7000	10	Kontokode 148
7003	10	Kontokode 701
7004	10	Kontokode 701
7005	10	Kontokode 704
7006	10	Kontokode 704
7010	10	Kontokode 72
7015	10	Kontokode 700
7016	10	Kontokode 700
7018	10	Kontokode 74
