563	Korn oljevekster; areal; fylkesnivå	Driftsopplysninger, ikke-økonomiske data	Driftsmidler (lokaler, maskiner, redskap)	Mengde	
564	Grønnfôrvekster; areal; fylkesnivå	Driftsopplysninger, ikke-økonomiske data	Driftsmidler (lokaler, maskiner, redskap)	Mengde	
565	Poteter; areal; fylkesnivå	Driftsopplysninger, ikke-økonomiske data	Driftsmidler (lokaler, maskiner, redskap)	Mengde	
566	Rotvekster; areal; fylkesnivå	Driftsopplysninger, ikke-økonomiske data	Driftsmidler (lokaler, maskiner, redskap)	Mengde	
862	Leiekostnader; bygg anlegg; utland	Økonomiske data	Andre driftskostnader (klasse 6-7, 61-79)	Beløp	
709	Salgsinntekter; fjernvarme; eget foretak	Økonomiske data	Salgsinntekter (klasse 3, 30-35)	Beløp	
710	Salgsinntekter; fjernvarme; E-verk	Økonomiske data	Salgsinntekter (klasse 3, 30-35)	Beløp	
711	Salgsinntekter; elektrisitet; mottrykksanlegg	Økonomiske data	Salgsinntekter (klasse 3, 30-35)	Beløp	
714	Driftskostnader; fjernvarme	Økonomiske data	Andre driftskostnader (klasse 6-7, 61-79)	Beløp	
715	Energi; forbruk; fjernvarme; type	Driftsopplysninger, ikke-økonomiske data	Energiforbruk	Mengde	
716	Energi; innhold; avfall	Driftsopplysninger, ikke-økonomiske data	Energiforbruk	Mengde	
863	Leiekostnader; driftsmidler; utland	Økonomiske data	Andre driftskostnader (klasse 6-7, 61-79)	Beløp	
864	Leiekostnader; plattformer; utland	Økonomiske data	Andre driftskostnader (klasse 6-7, 61-79)	Beløp	
865	Reisekostnader	Økonomiske data	Andre driftskostnader (klasse 6-7, 61-79)	Beløp	
866	Reisekostnader; utland	Økonomiske data	Andre driftskostnader (klasse 6-7, 61-79)	Beløp	
868	Driftskostnader; andre; utland	Økonomiske data	Andre driftskostnader (klasse 6-7, 61-79)	Beløp	
869	Internleveranser; utland	Økonomiske data	Varekostnad (klasse 4)	Beløp	
575	Sysselsatte; årsverk	Sysselsetting, ikke-økonomiske data	Ansatte og andre sysselsatte	Antall	
580	Sysselsatte; nybygg	Sysselsetting, ikke-økonomiske data	Ansatte og andre sysselsatte	Antall	
581	Sysselsatte; bygg; rehabilitering	Sysselsetting, ikke-økonomiske data	Ansatte og andre sysselsatte	Antall	
583	Sysselsatte; anlegg	Sysselsetting, ikke-økonomiske data	Ansatte og andre sysselsatte	Antall	
818	Tjenesteforbruk; transport olje gass	Økonomiske data	Varekostnad (klasse 4)	Beløp	
819	Tjenesteforbruk; andre tjenester	Økonomiske data	Varekostnad (klasse 4)	Beløp	
411	Investering	Økonomiske data	Andre økonomiske data	Beløp	
412	Salg	Økonomiske data	Andre økonomiske data	Beløp	
415	Leiekostnader	Økonomiske data	Andre driftskostnader (klasse 6-7, 61-79)	Beløp	
416	Produksjonskostnader; andre	Økonomiske data	Andre driftskostnader (klasse 6-7, 61-79)	Beløp	
417	Produksjonskostnader	Økonomiske data	Andre økonomiske data	Beløp	
779	Drift; måneder åpent	Driftsopplysninger, ikke-økonomiske data	Driftsmidler (lokaler, maskiner, redskap)	Antall	
965	Produksjonsboring; varer	Økonomiske data	Varekostnad (klasse 4)	Beløp	
429	Produksjonsinntekter; egne bedrifter	Økonomiske data	Andre økonomiske data	Beløp	
793	Kontorbygninger; reparasjon	Økonomiske data	Andre driftskostnader (klasse 6-7, 61-79)	Beløp	
796	Lagerbygninger industrikaier; reparasjon	Økonomiske data	Andre driftskostnader (klasse 6-7, 61-79)	Beløp	
798	Varekostnad; råstoffer	Økonomiske data	Varekostnad (klasse 4)	Beløp	
799	Varekostnad; brensel drivstoff	Økonomiske data	Varekostnad (klasse 4)	Beløp	
800	Varekostnad; forbruksmateriell	Økonomiske data	Varekostnad (klasse 4)	Beløp	
1002	Investeringskostnader; varer; produksjonsanlegg; utland	Økonomiske data	Varekostnad (klasse 4)	Beløp	
1003	Investeringskostnader; varer; lagertanker; utland	Økonomiske data	Varekostnad (klasse 4)	Beløp	
1004	Investeringskostnader; varer; veier kaianlegg; utland	Økonomiske data	Varekostnad (klasse 4)	Beløp	
1005	Investeringskostnader; varer; bygninger; utland	Økonomiske data	Varekostnad (klasse 4)	Beløp	
1006	Investeringskostnader; varer; transportmidler; utland	Økonomiske data	Varekostnad (klasse 4)	Beløp	
381	Transportlengde	Driftsopplysninger, ikke-økonomiske data	Andre driftsopplysninger	Mengde	
384	Sysselsatte; timeverk	Sysselsetting, ikke-økonomiske data	Ansatte og andre sysselsatte	Antall	
385	Lønnskostnader; ansatte	Økonomiske data	Lønnskostnad (klasse 5)	Beløp	
749	Driftsinntekter; tilknytningsavgift	Økonomiske data	Andre driftsinntekter (klasse 3, 36-39)	Beløp	
750	Elektrisitet; fastkraft; pris; effektuttak	Økonomiske data	Andre økonomiske data	Beløp	
751	Elektrisitet; spotkraft; pris; effektuttak	Økonomiske data	Andre økonomiske data	Beløp	
423	Driftsmidler; varige; reparasjoner	Økonomiske data	Andre driftskostnader (klasse 6-7, 61-79)	Beløp	
435	Skip; registreringsland	Driftsopplysninger, ikke-økonomiske data	Driftsmidler (lokaler, maskiner, redskap)	Adresse	
533	Hogstflate; snauhogst; antall	Driftsopplysninger, ikke-økonomiske data	Driftsmidler (lokaler, maskiner, redskap)	Antall	
804	Vedlikehold; undervannsarbeider	Økonomiske data	Andre driftskostnader (klasse 6-7, 61-79)	Beløp	
805	Vedlikehold; overflatebehandling	Økonomiske data	Andre driftskostnader (klasse 6-7, 61-79)	Beløp	
391	Biler; reparasjoner	Økonomiske data	Andre driftskostnader (klasse 6-7, 61-79)	Beløp	
394	Transportmidler andre; reparasjoner	Økonomiske data	Andre driftskostnader (klasse 6-7, 61-79)	Beløp	
397	Inventar kontorutstyr; reparasjoner	Økonomiske data	Andre driftskostnader (klasse 6-7, 61-79)	Beløp	
400	Boliger; reparasjoner	Økonomiske data	Andre driftskostnader (klasse 6-7, 61-79)	Beløp	
403	Velferdsanlegg; reparasjoner	Økonomiske data	Andre driftskostnader (klasse 6-7, 61-79)	Beløp	
763	Drift; endring	Driftsopplysninger, ikke-økonomiske data	Driftsmidler (lokaler, maskiner, redskap)	Fritekst	
303	Egenkapital; fri	Økonomiske data	Egenkapital (klasse 2, 20)	Beløp	
306	Sykepenger	Økonomiske data	Andre økonomiske data	Beløp	
347	Enhet; fylke	Grunndata	Primære identifikasjonsopplysninger	Adresse	
723	Fjernvarme; leveranse; E-verk	Produksjonsopplysninger, ikke-økonomiske data	Salg og eksport av produksjonsvarer og -tjenester	Mengde	
724	Fjernvarme; leveranse; eget foretak	Produksjonsopplysninger, ikke-økonomiske data	Salg og eksport av produksjonsvarer og -tjenester	Mengde	
726	Fjernvarme; leveranse; forbruker; type	Produksjonsopplysninger, ikke-økonomiske data	Salg og eksport av produksjonsvarer og -tjenester	Mengde	
703	Fjernvarmeanlegg; investering	Driftsopplysninger, ikke-økonomiske data	Driftsmidler (lokaler, maskiner, redskap)	Strukturert informasjon	
587	Sysselsatte; innehavere	Sysselsetting, ikke-økonomiske data	Ansatte og andre sysselsatte	Antall	
588	Sysselsatte; andre	Sysselsetting, ikke-økonomiske data	Ansatte og andre sysselsatte	Antall	
832	Elektrisitet; produksjon; fyringsolje	Produksjonsopplysninger, ikke-økonomiske data	Andre produksjonsopplysninger	Mengde	
834	Lønnskostnader; indirekte	Økonomiske data	Lønnskostnad (klasse 5)	Beløp	
836	Tjenesteforbruk; teknisk assistanse; type	Økonomiske data	Varekostnad (klasse 4)	Beløp	
840	Investering; type	Økonomiske data	Andre økonomiske data	Beløp	
874	Produksjonsinntekter; egne bedrifter; utland	Økonomiske data	Andre økonomiske data	Beløp	
876	Investeringsavgift; påløpt	Økonomiske data	Gjeld (klasse 2, 21-29)	Beløp	
879	Plattformer boreskip; investering	Økonomiske data	Andre økonomiske data	Beløp	
880	Plattformer boreskip; salg	Økonomiske data	Andre økonomiske data	Beløp	
881	Plattformer boreskip; reparasjoner	Økonomiske data	Andre driftskostnader (klasse 6-7, 61-79)	Beløp	
883	Bygninger; reparasjoner	Økonomiske data	Andre driftskostnader (klasse 6-7, 61-79)	Beløp	
717	Energi; innhold; flis bark	Driftsopplysninger, ikke-økonomiske data	Energiforbruk	Mengde	
718	Fjernvarme; produksjon; mengde	Produksjonsopplysninger, ikke-økonomiske data	Produkt (varer og tjenester)	Mengde	
719	Fjernvarme; kjøp	Produksjonsopplysninger, ikke-økonomiske data	Kjøp og import av produksjonsvarer og -tjenester	Mengde	
720	Fjernvarme; leveranse; elektrisitet	Produksjonsopplysninger, ikke-økonomiske data	Salg og eksport av produksjonsvarer og -tjenester	Mengde	
721	Fjernvarme; avkjølt	Produksjonsopplysninger, ikke-økonomiske data	Andre produksjonsopplysninger	Mengde	
820	Tjenesteforbruk	Økonomiske data	Varekostnad (klasse 4)	Beløp	
821	Indirekte kostnader	Økonomiske data	Andre driftskostnader (klasse 6-7, 61-79)	Beløp	
822	Import; varer; direkte transitt	Økonomiske data	Varekostnad (klasse 4)	Prosent	
823	Import; tjenester; utland	Økonomiske data	Varekostnad (klasse 4)	Prosent	
824	Inntekt; leieprosessering	Økonomiske data	Salgsinntekter (klasse 3, 30-35)	Beløp	
825	Inntekt; transport; olje gass	Økonomiske data	Salgsinntekter (klasse 3, 30-35)	Beløp	
826	Produksjonsavgift; olje gass	Økonomiske data	Andre økonomiske data	Prosent	
801	Vedlikehold; materialer	Økonomiske data	Andre driftskostnader (klasse 6-7, 61-79)	Beløp	
802	Vedlikehold; inspeksjon	Økonomiske data	Andre driftskostnader (klasse 6-7, 61-79)	Beløp	
803	Vedlikehold; brønner	Økonomiske data	Andre driftskostnader (klasse 6-7, 61-79)	Beløp	
977	Kostnader; anslag; driftsforberedelser	Økonomiske data	Andre økonomiske data	Beløp	
978	Kostnader; anslag; utland	Økonomiske data	Andre økonomiske data	Beløp	
980	Utplasseringsenhet; anslag; verdi	Økonomiske data	Andre økonomiske data	Beløp	
968	Produksjonsboring; varer tjenester	Økonomiske data	Varekostnad (klasse 4)	Beløp	
969	Lønnskostnader; produksjonsboring	Økonomiske data	Lønnskostnad (klasse 5)	Beløp	
970	Driftsforberedelser; kjøpte tjenester	Økonomiske data	Varekostnad (klasse 4)	Beløp	
971	Driftsforberedelser; egne arbeider	Økonomiske data	Varekostnad (klasse 4)	Beløp	
972	Driftsforberedelser; tjenester	Økonomiske data	Varekostnad (klasse 4)	Beløp	
973	Lønnskostnader; driftsforberedelser	Økonomiske data	Lønnskostnad (klasse 5)	Beløp	
1007	Investeringskostnader; varer; inventar utstyr; utland	Økonomiske data	Varekostnad (klasse 4)	Beløp	
1008	Investeringskostnader; tjenester; prosjektering	Økonomiske data	Varekostnad (klasse 4)	Beløp	
1009	Investeringskostnader; tjenester; land	Økonomiske data	Varekostnad (klasse 4)	Beløp	
1010	Investeringskostnader; tjenester; hjelpefunksjoner	Økonomiske data	Varekostnad (klasse 4)	Beløp	
1011	Investeringskostnader; tjenester; prosjektering; utland	Økonomiske data	Varekostnad (klasse 4)	Beløp	
1012	Investeringskostnader; tjenester; land; utland	Økonomiske data	Varekostnad (klasse 4)	Beløp	
752	Elektrisitet; spotkraft; andel; effektuttak	Produksjonsopplysninger, ikke-økonomiske data	Salg og eksport av produksjonsvarer og -tjenester	Prosent	
753	Elektrisitet; kunder; effektuttak	Produksjonsopplysninger, ikke-økonomiske data	Andre produksjonsopplysninger	Antall	
754	Elektrisitet; pris; referansegrupper	Økonomiske data	Andre økonomiske data	Beløp	
758	Rentekostnader; antatt	Økonomiske data	Andre økonomiske data	Beløp	
760	Drift; dager åpent	Driftsopplysninger, ikke-økonomiske data	Andre driftsopplysninger	Antall	
806	Vedlikehold; reparasjoner	Økonomiske data	Andre driftskostnader (klasse 6-7, 61-79)	Beløp	
807	Vedlikehold; annet	Økonomiske data	Andre driftskostnader (klasse 6-7, 61-79)	Beløp	
808	Vedlikehold	Økonomiske data	Andre driftskostnader (klasse 6-7, 61-79)	Beløp	
809	Lønnskostnader; ansatte; vedlikehold	Økonomiske data	Lønnskostnad (klasse 5)	Beløp	
810	Leiekostnader; plattformer	Økonomiske data	Andre driftskostnader (klasse 6-7, 61-79)	Beløp	
812	Tjenesteforbruk; helikoptertransport	Økonomiske data	Varekostnad (klasse 4)	Beløp	
727	Salgsinntekter; fjernvarme; forbruker; type	Økonomiske data	Salgsinntekter (klasse 3, 30-35)	Beløp	
728	Fjernvarme; leveranse; forbruker; enhet	Produksjonsopplysninger, ikke-økonomiske data	Salg og eksport av produksjonsvarer og -tjenester	Antall	
729	Fjernvarme; leveranse; eget foretak; bedrift	Produksjonsopplysninger, ikke-økonomiske data	Salg og eksport av produksjonsvarer og -tjenester	Mengde	
730	Salgsinntekter; fjernvarme; eget foretak; bedrift	Økonomiske data	Salgsinntekter (klasse 3, 30-35)	Beløp	
952	Utbyggingskostnader; tjenester; land; utland	Økonomiske data	Varekostnad (klasse 4)	Beløp	
953	Utbyggingskostnader; tjenester; hav; utland	Økonomiske data	Varekostnad (klasse 4)	Beløp	
954	Utbyggingskostnader; tjenester; forsikring; utland	Økonomiske data	Varekostnad (klasse 4)	Beløp	
955	Utbyggingskostnader; tjenester; hjelpefunksjoner; utland	Økonomiske data	Varekostnad (klasse 4)	Beløp	
956	Utbyggingskostnader; tjenester; utland	Økonomiske data	Varekostnad (klasse 4)	Beløp	
957	Utbyggingskostnader; egne arbeider; utland	Økonomiske data	Varekostnad (klasse 4)	Beløp	
704	Fjernvarme; produksjon	Produksjonsopplysninger, ikke-økonomiske data	Produkt (varer og tjenester)	Strukturert informasjon	
705	Fjernvarme; investeringsplan	Produksjonsopplysninger, ikke-økonomiske data	Andre produksjonsopplysninger	Strukturert informasjon	
708	Salgsinntekter; fjernvarme; forbruker	Økonomiske data	Salgsinntekter (klasse 3, 30-35)	Beløp	
736	Salgsinntekter; elektrisitet; mottrykksanlegg; enhet	Økonomiske data	Salgsinntekter (klasse 3, 30-35)	Beløp	
737	Elektrisitet; mottrykksanlegg	Produksjonsopplysninger, ikke-økonomiske data	Salg og eksport av produksjonsvarer og -tjenester	Mengde	
722	Fjernvarme; tap	Produksjonsopplysninger, ikke-økonomiske data	Tap og svinn	Mengde	
889	Driftsmidler; varige; reparasjoner; utland	Økonomiske data	Andre driftskostnader (klasse 6-7, 61-79)	Beløp	
892	Brønn; type	Driftsopplysninger, ikke-økonomiske data	Driftsmidler (lokaler, maskiner, redskap)	Strukturert informasjon	
893	Brønn; påbegynt dato	Driftsopplysninger, ikke-økonomiske data	Tidsangivelser vedr. drift (perioder og datoer)	Dato	
894	Brønn; avsluttet dato	Driftsopplysninger, ikke-økonomiske data	Tidsangivelser vedr. drift (perioder og datoer)	Dato	
827	Miljøavgift; gass	Produksjonsopplysninger, ikke-økonomiske data	Andre produksjonsopplysninger	Mengde	
828	Miljøavgift; gass; påløpt	Økonomiske data	Andre økonomiske data	Beløp	
829	Gass; forbruk; elektrisitetproduksjon	Driftsopplysninger, ikke-økonomiske data	Energiforbruk	Mengde	
830	Elektrisitet; produksjon; gass	Produksjonsopplysninger, ikke-økonomiske data	Andre produksjonsopplysninger	Mengde	
831	Fyringsolje; forbruk; elektrisitetproduksjon	Driftsopplysninger, ikke-økonomiske data	Energiforbruk	Mengde	
940	Utbyggingskostnader; egne arbeider	Økonomiske data	Varekostnad (klasse 4)	Beløp	
941	Utbyggingskostnader; varer tjenester	Økonomiske data	Varekostnad (klasse 4)	Beløp	
942	Lønnskostnader; utbygging	Økonomiske data	Lønnskostnad (klasse 5)	Beløp	
943	Letekostnader; undersøkelsesboring; borefartøy; andre kostnader	Økonomiske data	Andre driftskostnader (klasse 6-7, 61-79)	Beløp	
944	Letekostnader; undersøkelsesboring; båter	Økonomiske data	Andre driftskostnader (klasse 6-7, 61-79)	Beløp	
945	Letekostnader; undersøkelsesboring; borefartøy; andre kostnader; brønn	Økonomiske data	Andre driftskostnader (klasse 6-7, 61-79)	Beløp	
245	Oppskrivningsfond	Økonomiske data	Egenkapital (klasse 2, 20)	Beløp	
731	Fjernvarme; leveranse; E-verk; enhet	Produksjonsopplysninger, ikke-økonomiske data	Salg og eksport av produksjonsvarer og -tjenester	Mengde	
732	Salgsinntekter; fjernvarme; E-verk; enhet	Økonomiske data	Salgsinntekter (klasse 3, 30-35)	Beløp	
733	Fjernvarme; kjøp; leverandør	Produksjonsopplysninger, ikke-økonomiske data	Kjøp og import av produksjonsvarer og -tjenester	Mengde	
734	Driftskostnader; fjernvarme; leverandør	Økonomiske data	Andre driftskostnader (klasse 6-7, 61-79)	Beløp	
735	Elektrisitet; mottrykksanlegg; enhet	Produksjonsopplysninger, ikke-økonomiske data	Salg og eksport av produksjonsvarer og -tjenester	Mengde	
813	Tjenesteforbruk; forsyningsskip	Økonomiske data	Varekostnad (klasse 4)	Beløp	
814	Tjenesteforbruk; transport kommunikasjon	Økonomiske data	Varekostnad (klasse 4)	Beløp	
815	Tjenesteforbruk; forpleining	Økonomiske data	Varekostnad (klasse 4)	Beløp	
816	Tjenesteforbruk; teknisk assistanse	Økonomiske data	Varekostnad (klasse 4)	Beløp	
817	Tjenesteforbruk; leieprosessering	Økonomiske data	Varekostnad (klasse 4)	Beløp	
991	Investeringskostnader; tjenester; utland	Økonomiske data	Varekostnad (klasse 4)	Beløp	
738	Fjernvarme; produksjon; varmesentral	Produksjonsopplysninger, ikke-økonomiske data	Produkt (varer og tjenester)	Mengde	
739	Fjernvarme; effekt; varmesentral	Produksjonsopplysninger, ikke-økonomiske data	Produkt (varer og tjenester)	Mengde	
740	Fjernvarme; effekt	Produksjonsopplysninger, ikke-økonomiske data	Produkt (varer og tjenester)	Mengde	
741	Fjernvarme; distribusjonsnett; primært	Driftsopplysninger, ikke-økonomiske data	Driftsmidler (lokaler, maskiner, redskap)	Mengde	
742	Fjernvarme; abonnementsentraler	Driftsopplysninger, ikke-økonomiske data	Driftsmidler (lokaler, maskiner, redskap)	Antall	
958	Utbyggingskostnader; varer tjenester; utland	Økonomiske data	Varekostnad (klasse 4)	Beløp	
959	Lønnskostnader; utbygging; utland	Økonomiske data	Lønnskostnad (klasse 5)	Beløp	
960	Produksjonsboring; borefartøy; leie	Økonomiske data	Andre driftskostnader (klasse 6-7, 61-79)	Beløp	
961	Produksjonsboring; borefartøy; andre kostnader	Økonomiske data	Andre driftskostnader (klasse 6-7, 61-79)	Beløp	
962	Produksjonsboring; helikopter fly	Økonomiske data	Andre driftskostnader (klasse 6-7, 61-79)	Beløp	
963	Produksjonsboring; båter	Økonomiske data	Andre driftskostnader (klasse 6-7, 61-79)	Beløp	
895	Brønn; status	Driftsopplysninger, ikke-økonomiske data	Andre driftsopplysninger	Strukturert informasjon	
896	Brønn; gjenopptakelsesdato	Driftsopplysninger, ikke-økonomiske data	Tidsangivelser vedr. drift (perioder og datoer)	Dato	
897	Borefartøy; navn	Driftsopplysninger, ikke-økonomiske data	Driftsmidler (lokaler, maskiner, redskap)	Navn	
898	Borefartøy; eier	Driftsopplysninger, ikke-økonomiske data	Driftsmidler (lokaler, maskiner, redskap)	Navn	
899	Borefartøy; borelokasjon; døgn	Driftsopplysninger, ikke-økonomiske data	Tidsangivelser vedr. drift (perioder og datoer)	Periode	
246	Tilbakeføringsfond	Økonomiske data	Egenkapital (klasse 2, 20)	Beløp	
248	Fond; frie	Økonomiske data	Egenkapital (klasse 2, 20)	Beløp	
45	Internleveranser	Økonomiske data	Varekostnad (klasse 4)	Beløp	
461	Mannskap	Sysselsetting, ikke-økonomiske data	Ansatte og andre sysselsatte	Antall	
601	Ordre; tilgang; bygg anlegg	Økonomiske data	Andre økonomiske data	Beløp	
602	Ordre; reserve; bygg anlegg	Økonomiske data	Andre økonomiske data	Beløp	
846	Tjenesteforbruk; kommunikasjon styring	Økonomiske data	Varekostnad (klasse 4)	Beløp	
902	Borefartøy; rate; andre	Økonomiske data	Andre økonomiske data	Beløp	
903	Letekostnader; undersøkelsesboring; borefartøy; leie	Økonomiske data	Andre driftskostnader (klasse 6-7, 61-79)	Beløp	
904	Letekostnader; undersøkelsesboring; helikopter fly	Økonomiske data	Andre driftskostnader (klasse 6-7, 61-79)	Beløp	
905	Letekostnader; undersøkelsesboring; varer	Økonomiske data	Varekostnad (klasse 4)	Beløp	
906	Letekostnader; undersøkelsesboring; tekniske tjenester	Økonomiske data	Varekostnad (klasse 4)	Beløp	
992	Investeringskostnader; egne arbeider; utland	Økonomiske data	Varekostnad (klasse 4)	Beløp	
993	Investeringskostnader; varer tjenester; utland	Økonomiske data	Varekostnad (klasse 4)	Beløp	
994	Lønnskostnader; investeringsarbeid; utland	Økonomiske data	Lønnskostnad (klasse 5)	Beløp	
995	Kostnader; anslag; varer	Økonomiske data	Andre økonomiske data	Beløp	
996	Investeringskostnader; varer; produksjonsanlegg	Økonomiske data	Varekostnad (klasse 4)	Beløp	
997	Investeringskostnader; varer; lagertanker	Økonomiske data	Varekostnad (klasse 4)	Beløp	
743	Fjernvarme; distribusjonsnett; sekundært	Driftsopplysninger, ikke-økonomiske data	Driftsmidler (lokaler, maskiner, redskap)	Mengde	
744	Fjernvarme; distribusjonsnett; effektbehov	Driftsopplysninger, ikke-økonomiske data	Andre driftsopplysninger	Mengde	
745	Investering; anlegg	Økonomiske data	Eiendeler (klasse 1)	Beløp	
746	Salg; anlegg	Økonomiske data	Eiendeler (klasse 1)	Beløp	
747	Reparasjoner; anlegg	Økonomiske data	Andre driftskostnader (klasse 6-7, 61-79)	Beløp	
748	Driftskostnader; tilknytningstilskudd	Økonomiske data	Andre driftskostnader (klasse 6-7, 61-79)	Beløp	
908	Lønnskostnader; undersøkelsesboring	Økonomiske data	Lønnskostnad (klasse 5)	Beløp	
909	Letekostnader; undersøkelsesboring; borefartøy; leie; brønn	Økonomiske data	Andre driftskostnader (klasse 6-7, 61-79)	Beløp	
910	Letekostnader; undersøkelsesboring; helikopter fly; brønn	Økonomiske data	Andre driftskostnader (klasse 6-7, 61-79)	Beløp	
911	Letekostnader; undersøkelsesboring; varer; brønn	Økonomiske data	Varekostnad (klasse 4)	Beløp	
912	Letekostnader; undersøkelsesboring; tekniske tjenester; brønn	Økonomiske data	Varekostnad (klasse 4)	Beløp	
847	Olje; rørtransport	Produksjonsopplysninger, ikke-økonomiske data	Produkt (varer og tjenester)	Mengde	
848	Olje; rørtransport; verdi	Økonomiske data	Andre økonomiske data	Beløp	
849	Plattform; navn	Driftsopplysninger, ikke-økonomiske data	Driftsmidler (lokaler, maskiner, redskap)	Navn	
850	Plattform; start; dato	Driftsopplysninger, ikke-økonomiske data	Tidsangivelser vedr. drift (perioder og datoer)	Dato	
851	Plattform; eier; navn	Driftsopplysninger, ikke-økonomiske data	Driftsmidler (lokaler, maskiner, redskap)	Navn	
